Movie_Name,Year,Genre,Director,RunTime,Rating,Metascore,Review_url,NumofVotes
The Best Intentions,1992,Biography  Romance,Bille August,182 min,7.8,0,https://imdb.com/title/tt0104350/reviews,2987
Saand Ki Aankh,2019,Biography ,Tushar Hiranandani,146 min,7.8,0,https://imdb.com/title/tt8108206/reviews,4113
Billy the Kid,1941,Biography  Western,David Miller,94 min,5.6,0,https://imdb.com/title/tt0033389/reviews,904
Baadasssss!,2003,Biography ,Mario Van Peebles,109 min,7.3,75,https://imdb.com/title/tt0367790/reviews,4732
Within the Whirlwind,2009,Biography ,Marleen Gorris,90 min,6.8,0,https://imdb.com/title/tt1142804/reviews,781
I cento passi,2000,Biography Crime ,Marco Tullio Giordana,114 min,7.6,0,https://imdb.com/title/tt0238891/reviews,5401
Isadora,1968,Biography  Music,Karel Reisz,131 min,7,0,https://imdb.com/title/tt0063141/reviews,2150
Captain Kidd,1945,Adventure Biography ,Rowland V. Lee,90 min,6.4,0,https://imdb.com/title/tt0037576/reviews,1586
A Sunday Horse,2016,Biography Family Sport,Vic Armstrong,108 min,6.1,0,https://imdb.com/title/tt3543258/reviews,842
Beau Brummell,1954,Biography  History,Curtis Bernhardt,113 min,6.4,0,https://imdb.com/title/tt0046759/reviews,1303
Infinity,1996,Biography ,Matthew Broderick,119 min,6.2,0,https://imdb.com/title/tt0116635/reviews,1720
Molokai,1999,Biography ,Paul Cox,113 min,6.9,0,https://imdb.com/title/tt0165196/reviews,1208
Dr. Babasaheb Ambedkar,2000,Biography History,Jabbar Patel,197 min,8.8,0,https://imdb.com/title/tt0270321/reviews,1391
The 5th Quarter,2010,Biography  Sport,Rick Bieber,101 min,5.6,0,https://imdb.com/title/tt1130964/reviews,1493
Banking on Mr. Toad,2022,Animation Biography ,Luis Mandoki,NA,NA,0,https://imdb.com/title/tt1230522/reviews,NA
Blackjack: The Jackie Ryan Story,2020,Biography  Sport,Danny A. Abeckaser,98 min,4.9,0,https://imdb.com/title/tt10896962/reviews,72
The Legend of Ben Hall,2017,Action Biography ,Matthew Holmes,139 min,5.9,0,https://imdb.com/title/tt3844876/reviews,2001
Boys Town,1938,Biography ,Norman Taurog,96 min,7.3,0,https://imdb.com/title/tt0029942/reviews,5218
The Happy Hooker,1975,Biography Comedy,Nicholas Sgarro,96 min,3.4,0,https://imdb.com/title/tt0073091/reviews,619
Scott of the Antarctic,1948,Action Adventure Biography,Charles Frend,111 min,7.1,0,https://imdb.com/title/tt0040761/reviews,1672
Let Me Fall,2018,Biography Crime ,Baldvin Zophoníasson,136 min,7.9,0,https://imdb.com/title/tt7358598/reviews,753
Nelly,2016,Biography ,Anne Émond,100 min,5.7,58,https://imdb.com/title/tt5326364/reviews,445
The Five Pennies,1959,Biography  Music,Melville Shavelson,117 min,7.2,0,https://imdb.com/title/tt0052809/reviews,1745
Nico 1988,2017,Biography  Music,Susanna Nicchiarelli,93 min,6.7,75,https://imdb.com/title/tt7186092/reviews,1624
Music Within,2007,Biography Comedy ,Steven Sawalich,94 min,7.3,53,https://imdb.com/title/tt0422783/reviews,5596
Machine-Gun Kelly,1958,Action Biography Crime,Roger Corman,80 min,6.2,0,https://imdb.com/title/tt0051887/reviews,1380
Salvador,2006,Biography  History,Manuel Huerga,134 min,7.3,0,https://imdb.com/title/tt0445691/reviews,3159
Michael the Brave,1971,Action Biography ,Sergiu Nicolaescu,203 min,8.4,0,https://imdb.com/title/tt0066078/reviews,6118
No Longer Human,2019,Biography  Thriller,Mika Ninagawa,120 min,5.9,0,https://imdb.com/title/tt10065976/reviews,402
Los Borgia,2006,Biography History,Antonio Hernández,120 min,6.1,0,https://imdb.com/title/tt0482473/reviews,1471
The von Trapp Family: A Life of Music,2015,Biography  Family,Ben Verbong,98 min,6.4,0,https://imdb.com/title/tt4742670/reviews,483
My Name Is Lenny,2017,Biography  Sport,Ron Scalpello,91 min,6.2,0,https://imdb.com/title/tt2024521/reviews,2495
With a Song in My Heart,1952,Biography  Musical,Walter Lang,117 min,6.8,0,https://imdb.com/title/tt0045333/reviews,1248
The Chant of Jimmie Blacksmith,1978,Biography Crime ,Fred Schepisi,108 min,7.3,0,https://imdb.com/title/tt0077318/reviews,1915
Goltzius and the Pelican Company,2012,Biography Comedy History,Peter Greenaway,128 min,6.5,0,https://imdb.com/title/tt1851006/reviews,1143
Once Upon a Time in China II,1992,Action Adventure Biography,Hark Tsui,113 min,7.4,0,https://imdb.com/title/tt0105839/reviews,9150
The Cross and the Switchblade,1970,Biography Crime ,Don Murray,106 min,6.1,0,https://imdb.com/title/tt0068428/reviews,1012
Dreamchild,1985,Biography Comedy ,Gavin Millar,94 min,6.8,0,https://imdb.com/title/tt0089052/reviews,1466
Séraphine,2008,Biography ,Martin Provost,125 min,7.4,84,https://imdb.com/title/tt1048171/reviews,5889
Another Day of Life,2018,Animation Biography,Raúl de la Fuente,85 min,7.3,78,https://imdb.com/title/tt2967856/reviews,1974
Balibo,2009,Biography  History,Robert Connolly,111 min,7,0,https://imdb.com/title/tt1111876/reviews,2571
Gundermann,2018,Biography  History,Andreas Dresen,128 min,7.3,0,https://imdb.com/title/tt7205942/reviews,1718
Van Diemen's Land,2009,Biography Thriller,Jonathan auf der Heide,104 min,6,0,https://imdb.com/title/tt1361843/reviews,3112
Himalaya,2015,Adventure Biography ,Seok-hoon Lee,124 min,6.5,0,https://imdb.com/title/tt4253360/reviews,992
Unconditional,2012,Biography Crime ,Brent McCorkle,92 min,7.2,0,https://imdb.com/title/tt1758610/reviews,4612
Shootout at Wadala,2013,Action Biography Crime,Sanjay Gupta,155 min,5.9,0,https://imdb.com/title/tt2301155/reviews,6321
Mangal Pandey: The Rising,2005,Biography  History,Ketan Mehta,150 min,6.6,0,https://imdb.com/title/tt0346457/reviews,9449
Rhapsody in Blue,1945,Biography  Musical,Irving Rapper,135 min,7,55,https://imdb.com/title/tt0038026/reviews,1243
Süskind,2012,Biography  History,Rudolf van den Berg,118 min,6.9,0,https://imdb.com/title/tt1609159/reviews,2310
Untold the Back & Forth Story,2021,Biography,Stephen Stix Josey,NA,NA,0,https://imdb.com/title/tt13710572/reviews,NA
Greased Lightning,1977,Action Biography Comedy,Michael Schultz,96 min,6.4,57,https://imdb.com/title/tt0076106/reviews,1400
I'm Charlie Walker,NA,Biography ,Patrick Gilles,90 min,NA,0,https://imdb.com/title/tt3417110/reviews,NA
The Book of Ruth,2021,Biography ,Michael Arden,NA,NA,0,https://imdb.com/title/tt8988702/reviews,NA
Storia di Piera,1983,Biography ,Marco Ferreri,105 min,6.3,0,https://imdb.com/title/tt0086372/reviews,647
Walking Tall Part II,1975,Action Biography Crime,Earl Bellamy,109 min,6.2,0,https://imdb.com/title/tt0073880/reviews,1148
Odin vdokh,2020,Biography  Sport,Elena Hazanova,97 min,6.1,0,https://imdb.com/title/tt8291918/reviews,275
Harlow,1965,Biography  Romance,Gordon Douglas,125 min,5.7,0,https://imdb.com/title/tt0059252/reviews,797
Night and Day,1946,Biography  Musical,Michael Curtiz,128 min,6.2,0,https://imdb.com/title/tt0038776/reviews,2690
Mahler,1974,Biography  Music,Ken Russell,115 min,7,0,https://imdb.com/title/tt0071797/reviews,2350
Ted - Show Me Love,2018,Biography  Music,Hannes Holm,120 min,7,0,https://imdb.com/title/tt6204018/reviews,2974
Dare to Be Wild,2015,Biography  Romance,Vivienne De Courcy,100 min,6.5,0,https://imdb.com/title/tt2989350/reviews,1375
My Life So Far,1999,Biography Comedy ,Hugh Hudson,98 min,6.4,0,https://imdb.com/title/tt0120899/reviews,2816
Ashoka the Great,2001,Action Biography ,Santosh Sivan,180 min,6.5,0,https://imdb.com/title/tt0249371/reviews,13354
Jimmy P: Psychotherapy Of A Plains Indian,2013,Biography  Thriller,Arnaud Desplechin,117 min,6.1,58,https://imdb.com/title/tt2210834/reviews,2730
Curtiz,2018,Biography  History,Tamas Yvan Topolanszky,98 min,6,0,https://imdb.com/title/tt6774588/reviews,819
The Wizard of Speed and Time,1988,Biography Comedy Musical,Mike Jittlov,95 min,7.1,0,https://imdb.com/title/tt0081766/reviews,1909
Three Little Words,1950,Biography Comedy Musical,Richard Thorpe,102 min,7,0,https://imdb.com/title/tt0043044/reviews,1604
The Gallant Hours,1960,Biography  War,Robert Montgomery,115 min,7.2,0,https://imdb.com/title/tt0053849/reviews,1422
Infanzia vocazione e prime esperienze di Giacomo Casanova veneziano,1969,Biography Comedy History,Luigi Comencini,123 min,7.6,0,https://imdb.com/title/tt0064485/reviews,346
Tajna Nikole Tesle,1980,Biography ,Krsto Papic,115 min,7.4,0,https://imdb.com/title/tt0079985/reviews,1286
Francesco,1989,Biography  History,Liliana Cavani,119 min,6.4,0,https://imdb.com/title/tt0097383/reviews,1381
My Mother's Castle,1990,Adventure Biography Comedy,Yves Robert,98 min,7.6,0,https://imdb.com/title/tt0099266/reviews,4864
The Stratton Story,1949,Biography  Romance,Sam Wood,106 min,7.1,0,https://imdb.com/title/tt0041928/reviews,2748
The Taking of Tiger Mountain,2014,Action Adventure Biography,Hark Tsui,141 min,6.4,61,https://imdb.com/title/tt3950078/reviews,2786
Luther,1974,Biography ,Guy Green,110 min,6.5,0,https://imdb.com/title/tt0070346/reviews,383
Running Brave,1983,Biography  Sport,Donald Shebib,106 min,6.7,0,https://imdb.com/title/tt0086220/reviews,652
Francis of Assisi,1961,Biography  History,Michael Curtiz,105 min,6.3,0,https://imdb.com/title/tt0054892/reviews,856
Dovlatov,2018,Biography ,Aleksey German Jr.,126 min,6.4,68,https://imdb.com/title/tt7763020/reviews,1764
Nostradamus,1994,Biography ,Roger Christian,119 min,5.8,0,https://imdb.com/title/tt0110689/reviews,2768
Heart Like a Wheel,1983,Biography  Romance,Jonathan Kaplan,113 min,6.8,74,https://imdb.com/title/tt0085656/reviews,1273
Desert Dancer,2014,Biography  Music,Richard Raymond,104 min,6.2,49,https://imdb.com/title/tt2403393/reviews,1808
Daddy,2017,Action Biography Crime,Ashim Ahluwalia,134 min,6.4,0,https://imdb.com/title/tt6926486/reviews,1817
Cleopatra,1917,Biography  History,J. Gordon Edwards,125 min,6.6,0,https://imdb.com/title/tt0007801/reviews,305
We,2018,Adventure Biography ,Mani Nasry,NA,5.8,0,https://imdb.com/title/tt3881916/reviews,41
Afterimage,2016,Biography  History,Andrzej Wajda,98 min,7,75,https://imdb.com/title/tt5186236/reviews,2675
Big Boys Don't Cry,2020,Biography Crime ,Steve Crowhurst,90 min,7.9,0,https://imdb.com/title/tt9797932/reviews,17
The Boy in Blue,1986,Biography  Sport,Charles Jarrott,100 min,5.3,0,https://imdb.com/title/tt0090769/reviews,1092
The Long Gray Line,1955,Biography Comedy ,John Ford,138 min,7.2,0,https://imdb.com/title/tt0048312/reviews,2534
Elvira Madigan,1967,Biography  Romance,Bo Widerberg,91 min,7.3,0,https://imdb.com/title/tt0061620/reviews,2619
Saving Lincoln,2013,Biography  History,Salvador Litvak,101 min,5.4,21,https://imdb.com/title/tt2034098/reviews,321
Machuca,2004,Biography  History,Andrés Wood,121 min,7.7,76,https://imdb.com/title/tt0378284/reviews,11058
Secret Honor,1984,Biography Comedy ,Robert Altman,90 min,7.3,0,https://imdb.com/title/tt0088074/reviews,2723
The Story of Louis Pasteur,1936,Biography  History,William Dieterle,86 min,7.3,0,https://imdb.com/title/tt0028313/reviews,2343
Haseena,2017,Biography Crime ,Apoorva Lakhia,135 min,4.2,0,https://imdb.com/title/tt6512784/reviews,1191
Harry Styles: Behind the Album,2017,Biography,Paul Dugdale,49 min,8.7,0,https://imdb.com/title/tt6922018/reviews,501
Battle Hymn,1957,Biography  History,Douglas Sirk,108 min,6.3,0,https://imdb.com/title/tt0050171/reviews,1026
Thomas Kinkade's Christmas Cottage,2008,Biography ,Michael Campus,96 min,6.4,0,https://imdb.com/title/tt0999872/reviews,2337
The Robber,2010,Biography Crime ,Benjamin Heisenberg,101 min,6.8,65,https://imdb.com/title/tt1339161/reviews,4281
The Plainsman,1936,Biography History Romance,Cecil B. DeMille,113 min,6.9,0,https://imdb.com/title/tt0028108/reviews,2016
Yuli,2018,Biography  Music,Icíar Bollaín,115 min,7.1,0,https://imdb.com/title/tt7666250/reviews,1650
Resilient,2021,Biography ,Roberto Faenza,NA,NA,0,https://imdb.com/title/tt13848274/reviews,NA
Baggio: The Divine Ponytail,2021,Biography  Sport,Letizia Lamartire,91 min,NA,0,https://imdb.com/title/tt14025788/reviews,NA
Steal This Movie,2000,Biography  Romance,Robert Greenwald,107 min,6.5,36,https://imdb.com/title/tt0161216/reviews,2211
Bogowie,2014,Biography ,Lukasz Palkowski,120 min,7.7,0,https://imdb.com/title/tt3745620/reviews,6347
Bicemo prvaci sveta,2015,Biography  Family,Darko Bajic,127 min,6.5,0,https://imdb.com/title/tt4160726/reviews,1170
Interlude in Prague,2017, History Music,John Stephenson,103 min,6.1,0,https://imdb.com/title/tt5540194/reviews,454
Cold Light of Day,1989,Biography Crime Horror,Fhiona-Louise,80 min,5.2,0,https://imdb.com/title/tt0356476/reviews,182
Guardami,1999,Biography ,Davide Ferrario,95 min,5.6,0,https://imdb.com/title/tt0172518/reviews,633
The Barretts of Wimpole Street,1934,Biography  Romance,Sidney Franklin,109 min,7,0,https://imdb.com/title/tt0024865/reviews,1673
Eadweard,2015,Biography ,Kyle Rideout,104 min,6.4,0,https://imdb.com/title/tt2782868/reviews,486
I Am a Sex Addict,2005,Biography Comedy Romance,Caveh Zahedi,98 min,6,62,https://imdb.com/title/tt0428649/reviews,3188
Geronimo,1962,Action Biography History,Arnold Laven,101 min,5.8,0,https://imdb.com/title/tt0056016/reviews,1037
Violette,2013,Biography  Romance,Martin Provost,139 min,7,72,https://imdb.com/title/tt2976920/reviews,1991
Jesse James,1939,Biography Crime ,Henry King,106 min,7,0,https://imdb.com/title/tt0031507/reviews,4055
Murder Inc.,1960,Biography Crime ,Burt Balaban,103 min,6.6,0,https://imdb.com/title/tt0054102/reviews,1310
Song Of Granite,2017,Biography ,Pat Collins,104 min,6.7,68,https://imdb.com/title/tt5765144/reviews,263
Rakhta Charitra,2010,Action Biography Crime,Ram Gopal Varma,125 min,7.6,0,https://imdb.com/title/tt1664809/reviews,3947
Gentleman Jim,1942,Biography  Romance,Raoul Walsh,104 min,7.6,0,https://imdb.com/title/tt0034778/reviews,3224
Beloved Infidel,1959,Biography  Romance,Henry King,123 min,6.1,0,https://imdb.com/title/tt0052617/reviews,947
The Miracle Maker,2000,Animation Biography ,Derek W. Hayes,90 min,7,0,https://imdb.com/title/tt0208298/reviews,1438
The Dove,1974,Adventure Biography ,Charles Jarrott,105 min,6.5,0,https://imdb.com/title/tt0071438/reviews,345
Van Gogh,1991,Biography ,Maurice Pialat,158 min,7.1,0,https://imdb.com/title/tt0103190/reviews,2771
Starfish,2016,Biography ,Bill Clark,95 min,6.6,0,https://imdb.com/title/tt4528454/reviews,422
Pagten,2021,Biography ,Bille August,NA,NA,0,https://imdb.com/title/tt11204060/reviews,NA
The Fighting Sullivans,1944,Biography  History,Lloyd Bacon,112 min,7.5,0,https://imdb.com/title/tt0037323/reviews,2084
If You Could See What I Hear,1982,Biography Comedy ,Eric Till,103 min,6.9,0,https://imdb.com/title/tt0084117/reviews,780
Camille Claudel 1915,2013,Biography ,Bruno Dumont,95 min,6.5,65,https://imdb.com/title/tt2018086/reviews,3395
The Time to Live and the Time to Die,1985,Biography ,Hsiao-Hsien Hou,138 min,7.7,0,https://imdb.com/title/tt0090185/reviews,2566
Hell to Eternity,1960,Biography  War,Phil Karlson,131 min,7,0,https://imdb.com/title/tt0053901/reviews,1083
The Pistol: The Birth of a Legend,1991,Biography  Sport,Frank C. Schroeder,90 min,6.9,0,https://imdb.com/title/tt0102674/reviews,1253
The Winning Team,1952,Biography  Romance,Lewis Seiler,98 min,6.5,0,https://imdb.com/title/tt0045332/reviews,874
Man of a Thousand Faces,1957,Biography ,Joseph Pevney,122 min,7.2,58,https://imdb.com/title/tt0050681/reviews,2433
The Greatest,1977,Biography  Sport,Tom Gries,101 min,6,0,https://imdb.com/title/tt0076111/reviews,1334
The True Story of Jesse James,1957,Action Biography Crime,Nicholas Ray,92 min,6.3,0,https://imdb.com/title/tt0051114/reviews,1282
Legend No. 17,2013,Biography  Sport,Nikolay Lebedev,134 min,7.5,0,https://imdb.com/title/tt2182001/reviews,5227
Kralj Petar I,2018,Biography  History,Petar Ristovski,125 min,6.8,0,https://imdb.com/title/tt8161166/reviews,1417
The Last Ride,2011,Biography  Music,Harry Thomason,102 min,5.8,45,https://imdb.com/title/tt1605803/reviews,760
The Last Family,2016,Biography ,Jan P. Matuszynski,123 min,7.5,69,https://imdb.com/title/tt5936692/reviews,3686
Bless Me Ultima,2012,Biography  History,Carl Franklin,106 min,6.4,65,https://imdb.com/title/tt1390398/reviews,1308
High Roller: The Stu Ungar Story,2003,Biography ,A.W. Vidmer,110 min,6.1,0,https://imdb.com/title/tt0338467/reviews,2079
El Greco,2007,Biography ,Yannis Smaragdis,119 min,6.6,0,https://imdb.com/title/tt0905329/reviews,4556
The Trials of Oscar Wilde,1960,Biography  History,Ken Hughes,123 min,7.1,0,https://imdb.com/title/tt0054403/reviews,818
Ji jie hao,2007,Action Biography ,Xiaogang Feng,124 min,7.3,0,https://imdb.com/title/tt0881200/reviews,6602
The Death of Louis XIV,2016,Biography  History,Albert Serra,115 min,6.8,76,https://imdb.com/title/tt5129510/reviews,1975
The Trial of Joan of Arc,1962,Biography  History,Robert Bresson,65 min,7.5,0,https://imdb.com/title/tt0059616/reviews,4325
Haute Cuisine,2012,Biography Comedy,Christian Vincent,95 min,6.4,61,https://imdb.com/title/tt2094877/reviews,6019
Center Stage,1991,Biography  Romance,Stanley Kwan,126 min,7.5,0,https://imdb.com/title/tt0102816/reviews,1808
Ana e Vitória,2018,Biography Comedy Music,Matheus Souza,115 min,6.6,0,https://imdb.com/title/tt8583378/reviews,535
Druids,2001,Adventure Biography ,Jacques Dorfmann,120 min,2.7,0,https://imdb.com/title/tt0199481/reviews,5017
Spitfire,1942,Adventure Biography ,Leslie Howard,90 min,7,0,https://imdb.com/title/tt0034734/reviews,1611
Dalida,2016,Biography  Music,Lisa Azuelos,127 min,6.9,0,https://imdb.com/title/tt5039860/reviews,2889
Adventures of a Mathematician,2020,Biography ,Thor Klein,102 min,7.2,0,https://imdb.com/title/tt6875374/reviews,41
Daens,1992,Biography  History,Stijn Coninx,138 min,7.5,0,https://imdb.com/title/tt0104046/reviews,3958
Ennu Ninte Moideen,2015,Biography  Romance,R.S. Vimal,166 min,8,0,https://imdb.com/title/tt4888834/reviews,4682
The Cup,2011,Biography  Sport,Simon Wincer,99 min,5.6,33,https://imdb.com/title/tt1650056/reviews,725
The Gene Krupa Story,1959,Biography  Music,Don Weis,101 min,6.8,0,https://imdb.com/title/tt0052840/reviews,644
Devotion,1946,Biography ,Curtis Bernhardt,107 min,6.6,0,https://imdb.com/title/tt0038474/reviews,820
Once Upon a Time in China III,1992,Action Adventure Biography,Hark Tsui,109 min,6.8,0,https://imdb.com/title/tt0108592/reviews,6515
Story of G.I. Joe,1945,Biography  War,William A. Wellman,108 min,7.2,0,https://imdb.com/title/tt0038120/reviews,3042
Kurup,2021,Biography Crime Thriller,Srinath Rajendran,NA,NA,0,https://imdb.com/title/tt7026666/reviews,NA
Che!,1969,Biography  History,Richard Fleischer,96 min,4.9,0,https://imdb.com/title/tt0064158/reviews,876
Mesmer,1994,Biography ,Roger Spottiswoode,107 min,6.1,0,https://imdb.com/title/tt0110496/reviews,968
The Passage,2019,Action Biography ,Sharif Arafah,150 min,7,0,https://imdb.com/title/tt10443808/reviews,1772
Top Secret: Wai roon pun lan,2011,Biography ,Songyos Sugmakanan,131 min,7.8,0,https://imdb.com/title/tt2292955/reviews,1776
Havel,2020,Biography  History,Slávek Horák,104 min,6.4,0,https://imdb.com/title/tt9471930/reviews,226
L'ombra di Caravaggio,2021,Biography History,Michele Placido,NA,NA,0,https://imdb.com/title/tt11877386/reviews,NA
Endgame,2015,Biography ,Carmen Marrón,90 min,5.4,0,https://imdb.com/title/tt2941396/reviews,309
Maurice Richard,2005,Biography  Sport,Charles Binamé,124 min,7.6,0,https://imdb.com/title/tt0460505/reviews,5074
Tom & Viv,1994,Biography  Romance,Brian Gilbert,115 min,6.4,0,https://imdb.com/title/tt0111454/reviews,1532
Paris Song,2018,Biography  History,Jeff Vespa,90 min,7.4,0,https://imdb.com/title/tt8198998/reviews,54
The Perfect Wave,2014,Adventure Biography ,Bruce Macdonald,94 min,4.7,0,https://imdb.com/title/tt2414822/reviews,1065
Mei Lanfang,2008,Biography  History,Kaige Chen,150 min,6.6,0,https://imdb.com/title/tt0851532/reviews,1441
Goalie,2019,Biography  Sport,Adriana Maggs,111 min,6,52,https://imdb.com/title/tt8243286/reviews,211
Behind the Lines,1997,Biography  History,Gillies MacKinnon,96 min,7,0,https://imdb.com/title/tt0120001/reviews,2202
Rudy Habibie: Habibie & Ainun 2,2016,Biography  Romance,Hanung Bramantyo,124 min,7.5,0,https://imdb.com/title/tt5874502/reviews,698
Words and Music,1948,Biography Comedy Musical,Norman Taurog,120 min,6.4,0,https://imdb.com/title/tt0040976/reviews,1156
Loro 2,2018,Biography,Paolo Sorrentino,100 min,7,0,https://imdb.com/title/tt8335880/reviews,2604
Toma,2021,Biography  Music,Zoran Lisinac,NA,NA,0,https://imdb.com/title/tt8737152/reviews,NA
Sign of the Pagan,1954,Adventure Biography ,Douglas Sirk,92 min,6.1,0,https://imdb.com/title/tt0047490/reviews,606
Houdini,1953,Biography ,George Marshall,106 min,6.9,0,https://imdb.com/title/tt0045886/reviews,3126
Song Without End,1960,Biography  Music,Charles Vidor,141 min,6,0,https://imdb.com/title/tt0054324/reviews,644
Nude,2010,Biography ,Yûichi Onuma,103 min,5,0,https://imdb.com/title/tt1660399/reviews,210
I'm Dancing as Fast as I Can,1982,Biography ,Jack Hofsiss,107 min,6.3,0,https://imdb.com/title/tt0084111/reviews,465
Maraton,2005,Biography  Sport,Yoon-Chul Jung,117 min,7.7,0,https://imdb.com/title/tt0448621/reviews,2201
Kardec,2019,Biography,Wagner de Assis,110 min,6.2,0,https://imdb.com/title/tt9213932/reviews,1281
The White Rose,1982,Biography Crime ,Michael Verhoeven,108 min,7.1,0,https://imdb.com/title/tt0084897/reviews,868
Phar Lap,1983,Biography  Family,Simon Wincer,107 min,7.3,55,https://imdb.com/title/tt0086102/reviews,1634
Becoming Colette,1991,Biography ,Danny Huston,97 min,5.6,0,https://imdb.com/title/tt0101416/reviews,222
Sugihara Chiune,2015,Adventure Biography History,Cellin Gluck,139 min,6.5,0,https://imdb.com/title/tt4162012/reviews,195
The Jolson Story,1946,Biography  Music,Alfred E. Green,128 min,7.2,0,https://imdb.com/title/tt0038661/reviews,1504
Marina,2013,Biography  Music,Stijn Coninx,118 min,7.2,0,https://imdb.com/title/tt2614860/reviews,3391
Sin,2019,Biography  History,Andrey Konchalovskiy,134 min,6.6,65,https://imdb.com/title/tt6458228/reviews,665
Madame Satã,2002,Biography Crime ,Karim Aïnouz,105 min,7.1,59,https://imdb.com/title/tt0317887/reviews,2726
Oviri,1986,Biography ,Henning Carlsen,90 min,6.1,0,https://imdb.com/title/tt0091712/reviews,367
Joni,1979,Biography ,James F. Collier,75 min,6.8,0,https://imdb.com/title/tt0080966/reviews,249
Ruby,1992,Biography Crime ,John Mackenzie,110 min,5.5,0,https://imdb.com/title/tt0105291/reviews,1433
Lillian Russell,1940,Biography  History,Irving Cummings,127 min,6.6,0,https://imdb.com/title/tt0032710/reviews,400
Shakeela,2020,Biography ,Indrajit Lankesh,126 min,3.2,0,https://imdb.com/title/tt9390240/reviews,509
Katherine of Alexandria,2014,Biography  History,Michael Redwood,110 min,3.5,0,https://imdb.com/title/tt1587685/reviews,370
Attila,1954,Biography  History,Pietro Francisci,80 min,5.5,0,https://imdb.com/title/tt0046731/reviews,648
Streltsov,2020,Biography  Romance,Ilya Uchitel,100 min,5,0,https://imdb.com/title/tt12058242/reviews,286
De Sade,1969,Biography  History,Cy Endfield,120 min,4,0,https://imdb.com/title/tt0064212/reviews,513
Mad Love,2001,Biography  History,Vicente Aranda,115 min,6.6,55,https://imdb.com/title/tt0270480/reviews,3618
The Chameleon,2010,Biography Crime ,Jean-Paul Salomé,106 min,5.6,41,https://imdb.com/title/tt1359553/reviews,1859
Mediterráneo,2021,Action Adventure Biography,Marcel Barrena,NA,NA,0,https://imdb.com/title/tt9141588/reviews,NA
Daffodils,2019,Biography  Musical,David Stubbs,93 min,5.9,0,https://imdb.com/title/tt8069578/reviews,291
Buffalo Bill,1944,Biography Romance Western,William A. Wellman,90 min,6.4,0,https://imdb.com/title/tt0036677/reviews,1366
The Man Who Saw Tomorrow,1981,Biography  History,Robert Guenette,90 min,6.2,0,https://imdb.com/title/tt0081109/reviews,1017
Break Every Chain,2021,Biography ,Tim Searfoss,NA,6.7,0,https://imdb.com/title/tt13352838/reviews,10
The Inner Circle,1991,Biography  History,Andrey Konchalovskiy,137 min,7.1,0,https://imdb.com/title/tt0103838/reviews,1938
Samurai II: Duel at Ichijoji Temple,1955,Action Adventure Biography,Hiroshi Inagaki,104 min,7.4,0,https://imdb.com/title/tt0048579/reviews,5721
Isn't She Great,2000,Biography Comedy ,Andrew Bergman,95 min,5.5,34,https://imdb.com/title/tt0141399/reviews,2286
Soorma,2018,Biography  Sport,Shaad Ali,131 min,7.4,0,https://imdb.com/title/tt7690638/reviews,4550
Al Capone,1959,Biography Crime ,Richard Wilson,104 min,6.8,0,https://imdb.com/title/tt0052543/reviews,1570
L'outsider,2016,Biography  Thriller,Christophe Barratier,117 min,6.7,0,https://imdb.com/title/tt5114984/reviews,1211
The Children of the Century,1999,Biography  Romance,Diane Kurys,135 min,6.3,59,https://imdb.com/title/tt0177746/reviews,1691
Birth of the Beatles,1979,Biography  Music,Richard Marquand,104 min,6.5,0,https://imdb.com/title/tt0078865/reviews,577
Nokas,2010,Action Biography Crime,Erik Skjoldbjærg,87 min,6.4,0,https://imdb.com/title/tt1337366/reviews,4157
Banovic Strahinja,1981,Action Biography ,Vatroslav Mimica,105 min,7.7,0,https://imdb.com/title/tt0082356/reviews,903
Swimming Upstream,2003,Biography  Sport,Russell Mulcahy,114 min,7.1,58,https://imdb.com/title/tt0326664/reviews,3214
Eros + Massacre,1969,Biography ,Yoshishige Yoshida,202 min,7.7,0,https://imdb.com/title/tt0064296/reviews,1938
The Bloody Judge,1970,Biography Horror,Jesús Franco,84 min,5.2,0,https://imdb.com/title/tt0064727/reviews,1040
Nijinsky,1980,Biography  Music,Herbert Ross,129 min,6.8,0,https://imdb.com/title/tt0081235/reviews,671
Provoked: A True Story,2006,Biography Crime ,Jag Mundhra,113 min,6.6,39,https://imdb.com/title/tt0458072/reviews,2039
Look for the Silver Lining,1949,Biography  Musical,David Butler,106 min,6.3,0,https://imdb.com/title/tt0041599/reviews,355
Finding Graceland,1998,Biography ,David Winkler,106 min,6.4,0,https://imdb.com/title/tt0120026/reviews,1912
Kalushi: The Story of Solomon Mahlangu,2016,Biography  Thriller,Mandla Dube,107 min,6.4,0,https://imdb.com/title/tt3487278/reviews,242
The Fencer,2015,Biography  History,Klaus Härö,99 min,7.2,60,https://imdb.com/title/tt2534634/reviews,4643
Fotograf,2015,Biography Comedy ,Irena Pavlásková,133 min,6.2,0,https://imdb.com/title/tt3662686/reviews,366
Pope Joan,1972,Biography  History,Michael Anderson,132 min,5.5,0,https://imdb.com/title/tt0069110/reviews,329
The Visual Bible: Matthew,1993,Biography  History,Regardt van den Bergh,258 min,7.7,0,https://imdb.com/title/tt0301359/reviews,852
Lepke,1975,Biography ,Menahem Golan,110 min,5.6,0,https://imdb.com/title/tt0073279/reviews,328
