Movie_Name,Year,Genre,Director,RunTime,Rating,Metascore,Review_url,NumofVotes
20 Dates,1998,Biography Comedy Romance,Myles Berkowitz,87 min,5.4,36,https://imdb.com/title/tt0138987/reviews,1659
Salgueiro Maia - O Implicado,2021,Biography ,Sérgio Graciano,115 min,NA,0,https://imdb.com/title/tt11940240/reviews,NA
Markova: Comfort Gay,2000,Biography  History,Gil Portes,97 min,6.7,0,https://imdb.com/title/tt0292097/reviews,139
Bix,1991,Biography  Music,Pupi Avati,100 min,6.3,0,https://imdb.com/title/tt0101460/reviews,141
Cell 2455 Death Row,1955,Biography Crime ,Fred F. Sears,77 min,6.4,0,https://imdb.com/title/tt0047926/reviews,344
Il caso Pantani - L'omicidio di un campione,2020,Biography Crime ,Domenico Ciolfi,138 min,5.4,0,https://imdb.com/title/tt5546904/reviews,98
Dorihwaga,2015,Biography,Jong-pil Lee,109 min,6.4,0,https://imdb.com/title/tt3974764/reviews,204
Zapata,1970,Action Biography ,Felipe Cazals,120 min,7.1,0,https://imdb.com/title/tt0065688/reviews,52
Gholamreza Takhti,2019,Biography  Sport,Bahram Tavakoli,105 min,6.8,0,https://imdb.com/title/tt9870726/reviews,796
Bato: The Gen. Ronald Dela Rosa Story,2019,Action Biography,Adolfo Alix Jr.,90 min,2.4,0,https://imdb.com/title/tt9645472/reviews,19
Hemalkasa,2014,Biography  History,Samrouddhi Porey,119 min,8.7,0,https://imdb.com/title/tt3817950/reviews,957
Testimony,1987,Biography  History,Tony Palmer,157 min,7.1,0,https://imdb.com/title/tt0096250/reviews,236
Aika jonka sain,2020,Biography  Sport,Tuukka Temonen,104 min,5.9,0,https://imdb.com/title/tt9777796/reviews,184
Ayam El-Sadat,2001,Biography  History,Mohamed Khan,165 min,7.4,0,https://imdb.com/title/tt0289080/reviews,1465
Baader,2002,Action Biography Crime,Christopher Roth,115 min,5.5,0,https://imdb.com/title/tt0309320/reviews,718
Chico Xavier,2010,Biography ,Daniel Filho,124 min,7.1,0,https://imdb.com/title/tt1234559/reviews,1736
Jolson Sings Again,1949,Biography Music,Henry Levin,96 min,6.7,0,https://imdb.com/title/tt0041530/reviews,591
Yumorist,2019,Biography ,Michael Idov,100 min,6.5,0,https://imdb.com/title/tt7352942/reviews,889
My Childhood,1972,Biography ,Bill Douglas,46 min,7.4,0,https://imdb.com/title/tt0068983/reviews,1112
Prince of Players,1955,Biography ,Philip Dunne,102 min,6.6,0,https://imdb.com/title/tt0048510/reviews,365
Captain Eddie,1945,Biography ,Lloyd Bacon,107 min,6.1,0,https://imdb.com/title/tt0037575/reviews,93
Banklady,2013,Action Biography Crime,Christian Alvart,118 min,6.3,0,https://imdb.com/title/tt1798108/reviews,732
An Act of Defiance,2017,Biography,Jean van de Velde,123 min,7.2,0,https://imdb.com/title/tt6002522/reviews,451
Wild Romance,2006,Biography  Music,Jean van de Velde,103 min,6.5,0,https://imdb.com/title/tt0430592/reviews,385
VIPs,2010,Biography ,Toniko Melo,95 min,6.6,0,https://imdb.com/title/tt1235548/reviews,3050
Boca do Lixo,2010,Action Biography Crime,Flavio Frederico,100 min,5.7,0,https://imdb.com/title/tt1827372/reviews,671
Cento giorni a Palermo,1984,Biography Crime ,Giuseppe Ferrara,102 min,6.6,0,https://imdb.com/title/tt0087039/reviews,581
Olavi Virta,2018,Biography  History,Timo Koivusalo,125 min,5.6,0,https://imdb.com/title/tt5822154/reviews,304
Vysotsky: Thank God I'm Alive,2011,Biography ,Pyotr Buslov,128 min,6.4,0,https://imdb.com/title/tt2116974/reviews,2591
James Dean: A Beautiful Soul,2017,Biography ,Cody Mullins,NA,NA,0,https://imdb.com/title/tt4208430/reviews,NA
The Tulse Luper Suitcases Part 2: Vaux to the Sea,2004,Adventure Biography Comedy,Peter Greenaway,108 min,6.8,0,https://imdb.com/title/tt0408281/reviews,570
Shine on Harvest Moon,1944,Biography Musical,David Butler,112 min,6.4,0,https://imdb.com/title/tt0037273/reviews,304
Joshua Tree 1951: A Portrait of James Dean,2012,Biography  Horror,Matthew Mishory,93 min,6.1,0,https://imdb.com/title/tt1705113/reviews,817
Stradivari,1988,Biography ,Giacomo Battiato,110 min,6.4,0,https://imdb.com/title/tt0098391/reviews,351
Motorcycle Girl,2018,Biography,Adnan Sarwar,121 min,7.2,0,https://imdb.com/title/tt8302986/reviews,280
The Christine Keeler Story,1963,Biography ,Robert Spafford,90 min,6.3,0,https://imdb.com/title/tt0154722/reviews,25
The Adventures of Marco Polo,1938,Adventure Biography Romance,Archie Mayo,104 min,5.6,0,https://imdb.com/title/tt0029842/reviews,960
12 Meter ohne Kopf,2009,Adventure Biography Comedy,Sven Taddicken,108 min,5.4,0,https://imdb.com/title/tt1259615/reviews,402
As Dreamers Do,2014,Biography  Family,Logan Sekulow,90 min,3.6,0,https://imdb.com/title/tt3402880/reviews,438
Sri Ramadasu,2006,Biography Musical,K. Raghavendra Rao,NA,7,0,https://imdb.com/title/tt0459205/reviews,344
Exterior/Night,2018,Adventure Biography ,Ahmad Abdalla,95 min,6.9,0,https://imdb.com/title/tt8526164/reviews,820
Dongju,2016,Biography ,Joon-ik Lee,110 min,6.3,0,https://imdb.com/title/tt5799928/reviews,315
Hua hun,1994,Biography  Romance,Shuqin Huang,130 min,6.7,0,https://imdb.com/title/tt0107158/reviews,391
Herod the Great,1959,Biography  History,Viktor Tourjansky,93 min,4.7,0,https://imdb.com/title/tt0051587/reviews,179
Tirad Pass: The Story of Gen. Gregorio del Pilar,1996,Action Biography History,Carlo J. Caparas,NA,8.4,0,https://imdb.com/title/tt0380757/reviews,45
Act One,1963,Biography ,Dore Schary,110 min,6.1,0,https://imdb.com/title/tt0056810/reviews,222
Meesaya murukku,2017,Biography Comedy ,Hiphop Tamizha Adhi,136 min,7.6,0,https://imdb.com/title/tt7161122/reviews,2030
Somebody Loves Me,1952,Biography Comedy ,Irving Brecher,97 min,6.6,0,https://imdb.com/title/tt0045171/reviews,316
I vozvrashchaetsya veter...,1992,Biography ,Mikhail Kalik,133 min,6.4,0,https://imdb.com/title/tt0102091/reviews,33
Saint-Ex,1996,Biography  Fantasy,Anand Tucker,82 min,5.9,0,https://imdb.com/title/tt0120054/reviews,175
Che,2014,Biography War,Ebrahim Hatamikia,125 min,6.1,0,https://imdb.com/title/tt3526538/reviews,2020
Convicts 4,1962,Biography Crime ,Millard Kaufman,105 min,6.5,0,https://imdb.com/title/tt0055868/reviews,398
Fleur de tonnerre,2016,Biography  History,Stéphanie Pillonca,100 min,4.8,0,https://imdb.com/title/tt5286250/reviews,178
Your Name Here,2008,Biography ,Matthew Wilder,106 min,4.3,0,https://imdb.com/title/tt0837802/reviews,140
Rickover: The Birth of Nuclear Power,2014,Biography,Michael Pack,116 min,5.9,0,https://imdb.com/title/tt3717180/reviews,95
Eine unerhörte Frau,2016,Biography ,Hans Steinbichler,88 min,7.3,0,https://imdb.com/title/tt5119048/reviews,260
Chinatown Film Project,2009,Biography Comedy ,Miguel Arteta,75 min,5.5,0,https://imdb.com/title/tt1512746/reviews,17
Dylan Thomas: Return Journey,1990,Biography,Anthony Hopkins,NA,6.8,0,https://imdb.com/title/tt0099476/reviews,41
Gierek,2021,Biography ,Michal Wegrzyn,NA,NA,0,https://imdb.com/title/tt12805704/reviews,NA
Pedro Calungsod: Batang martir,2013,Biography Crime ,Francis Villacorta,107 min,3.2,0,https://imdb.com/title/tt2995836/reviews,13
Leila Diniz,1987,Biography ,Luiz Carlos Lacerda,101 min,5.8,0,https://imdb.com/title/tt0256878/reviews,158
From the Manger to the Cross; or Jesus of Nazareth,1912,Biography ,Sidney Olcott,71 min,5.7,0,https://imdb.com/title/tt0002199/reviews,509
The Young Rebel,1967,Adventure Biography ,Vincent Sherman,111 min,5.8,0,https://imdb.com/title/tt0060227/reviews,161
Guru Bangsa Tjokroaminoto,2015,Biography  History,Garin Nugroho,161 min,7,0,https://imdb.com/title/tt4713884/reviews,100
Docteur Petiot,1990,Biography Crime ,Christian de Chalonge,102 min,7.1,0,https://imdb.com/title/tt0099446/reviews,558
Brothers,1977,Biography ,Arthur Barron,105 min,6.6,0,https://imdb.com/title/tt0075787/reviews,144
Newton's Grace,2017,Biography  History,John Jackman,78 min,5.5,0,https://imdb.com/title/tt2791334/reviews,22
Il ragazzo della Giudecca,2016,Biography ,Alfonso Bergamo,NA,5.9,0,https://imdb.com/title/tt4198260/reviews,29
Rudy Valentino,2017,Biography,Nico Cirasola,91 min,5.5,0,https://imdb.com/title/tt8171528/reviews,16
Blanco,2020,Biography  Thriller,Hector Felix,88 min,7.5,0,https://imdb.com/title/tt4203666/reviews,8
Goodnight Sweet Marilyn,1989,Biography ,Larry Buchanan,93 min,3,0,https://imdb.com/title/tt0097449/reviews,51
Marlene,2000,Biography  Music,Joseph Vilsmaier,125 min,5.7,0,https://imdb.com/title/tt0192295/reviews,560
Makaramanju,2010,Biography ,Lenin Rajendran,NA,5.7,0,https://imdb.com/title/tt1830704/reviews,53
Raphael - Lord of the Arts,2017,Biography,Luca Viotto,90 min,6.7,0,https://imdb.com/title/tt6748042/reviews,125
La macchinazione,2016,Biography Crime ,David Grieco,100 min,6.3,0,https://imdb.com/title/tt3838498/reviews,248
The Life of Buddha,2007,Animation Biography ,Kritsaman Wattananarong,105 min,6.8,0,https://imdb.com/title/tt1039902/reviews,146
Rasputin,2010,Biography  History,Louis Nero,85 min,5,0,https://imdb.com/title/tt1585270/reviews,113
Gonzaga: De Pai pra Filho,2012,Biography  Music,Breno Silveira,120 min,7.3,0,https://imdb.com/title/tt2478746/reviews,1014
England My England,1995,Biography  History,Tony Palmer,153 min,6.9,0,https://imdb.com/title/tt0112964/reviews,158
Hokusai,2020,Biography,Hajime Hashimoto,129 min,5.1,0,https://imdb.com/title/tt10787472/reviews,11
Castle of the Banned Lovers,1956,Biography  History,Riccardo Freda,93 min,6.9,0,https://imdb.com/title/tt0048993/reviews,103
Na Quebrada,2014,Biography ,Fernando Grostein Andrade,94 min,6,0,https://imdb.com/title/tt4167524/reviews,165
...a pozdravuji vlastovky,1972,Biography  War,Jaromil Jires,90 min,6.7,0,https://imdb.com/title/tt0122844/reviews,140
Zycie za zycie. Maksymilian Kolbe,1991,Biography ,Krzysztof Zanussi,90 min,6.3,0,https://imdb.com/title/tt0103340/reviews,266
The Immortals Redeemed,2020,Biography,Emma Novacich,NA,NA,0,https://imdb.com/title/tt11574780/reviews,NA
Pretty Hattie's Baby,1991,Biography ,Ivan Passer,NA,6.5,0,https://imdb.com/title/tt0203816/reviews,43
¡Asu Mare!,2013,Biography Comedy,Ricardo Maldonado,100 min,6.4,0,https://imdb.com/title/tt2842470/reviews,697
Emma Smith: My Story,2008,Biography  History,Gary Cook,98 min,6.7,0,https://imdb.com/title/tt1091225/reviews,329
Thirsty,2016,Biography  Musical,Margo Pelletier,97 min,7,0,https://imdb.com/title/tt3104644/reviews,70
The Bonnie Parker Story,1958,Biography Crime FilmNoir,William Witney,79 min,5.9,0,https://imdb.com/title/tt0051430/reviews,322
Little Laura and Big John,1973,Biography Crime ,Luke Moberly,82 min,3.5,0,https://imdb.com/title/tt0070325/reviews,175
The Magnificent Yankee,1950,Biography ,John Sturges,89 min,6.8,0,https://imdb.com/title/tt0042702/reviews,557
Jayhawkers,2014,Biography,Kevin Willmott,106 min,6.3,0,https://imdb.com/title/tt2350734/reviews,154
Jue sheng shi ke,2019,Biography  History,Jianxin Huang,140 min,5.3,0,https://imdb.com/title/tt10551150/reviews,380
Figli del Destino,2019,Biography History War,Francesco Miccichè,92 min,6.5,0,https://imdb.com/title/tt9590916/reviews,28
And the Violins Stopped Playing,1988,Biography  War,Alexander Ramati,116 min,6.8,0,https://imdb.com/title/tt0096815/reviews,152
DSPGaming: The Movie,2018,Biography Comedy ,Antonio Chavez,NA,5.3,0,https://imdb.com/title/tt10166750/reviews,7
Virus Tropical,2017,Animation Biography ,Santiago Caicedo,97 min,6.9,0,https://imdb.com/title/tt7013830/reviews,997
Das Ende ist mein Anfang,2010,Biography ,Jo Baier,98 min,6.4,0,https://imdb.com/title/tt1529292/reviews,593
Vincent,1987,Animation Biography ,Paul Cox,105 min,7.3,0,https://imdb.com/title/tt0094269/reviews,373
A Single Woman,2008,Biography,Kamala Lopez,95 min,5.7,0,https://imdb.com/title/tt1015470/reviews,83
The Childhood of Maxim Gorky,1938,Biography ,Mark Donskoy,98 min,7.3,0,https://imdb.com/title/tt0030055/reviews,610
The Iron Major,1943,Biography  Romance,Ray Enright,85 min,5.6,0,https://imdb.com/title/tt0036044/reviews,191
Silent Scream,1990,Biography Crime ,David Hayman,85 min,5.7,0,https://imdb.com/title/tt0100619/reviews,127
Ekvtime: Man of God,2018,Biography  History,Nikoloz Khomasuridze,132 min,9,0,https://imdb.com/title/tt6058226/reviews,2674
Tukaram,2012,Biography  History,Chandrakant Kulkarni,156 min,7.3,0,https://imdb.com/title/tt2302945/reviews,231
Sister Smile,2009,Biography  Music,Stijn Coninx,120 min,6.5,0,https://imdb.com/title/tt1381112/reviews,725
Incendiary Blonde,1945,Biography  Musical,George Marshall,113 min,6.7,0,https://imdb.com/title/tt0037816/reviews,336
Dreamrider,1993,Biography ,Bill Brown,92 min,5.6,0,https://imdb.com/title/tt0106774/reviews,144
Camarón,2005,Biography  Musical,Jaime Chávarri,119 min,6.2,0,https://imdb.com/title/tt0448404/reviews,669
An Evening with George Smiley,2017,Biography,John Kirby,NA,7.4,0,https://imdb.com/title/tt7363290/reviews,18
Cavalcade,2005,Biography ,Steve Suissa,90 min,4.6,0,https://imdb.com/title/tt0427047/reviews,169
Nurse Edith Cavell,1939,Biography  War,Herbert Wilcox,108 min,6.5,0,https://imdb.com/title/tt0031737/reviews,289
San Martín: El cruce de Los Andes,2010,Action Adventure Biography,Leandro Ipiña,90 min,6.9,0,https://imdb.com/title/tt1576458/reviews,507
Ginnen Upan Seethala,2018,Biography  History,Anuruddha Jayasinghe,150 min,8.4,0,https://imdb.com/title/tt7960458/reviews,396
Sang Kiai,2013,Action Biography ,Rako Prijanto,136 min,6.7,0,https://imdb.com/title/tt3032240/reviews,125
Parnell,1937,Biography  Romance,John M. Stahl,118 min,5.4,0,https://imdb.com/title/tt0029377/reviews,465
Man of Conquest,1939,Biography History Romance,George Nichols Jr.,105 min,6.2,0,https://imdb.com/title/tt0031620/reviews,132
Der Einstein des Sex,1999,Biography  History,Rosa von Praunheim,100 min,6,0,https://imdb.com/title/tt0161542/reviews,642
Kaigenrei,1973,Biography  History,Yoshishige Yoshida,110 min,6.9,0,https://imdb.com/title/tt0070260/reviews,390
Kurt,2021,Biography,Laurits Munch-Petersen,NA,NA,0,https://imdb.com/title/tt12243398/reviews,NA
Manto Mavrogenous,1971,Biography  History,Kostas Karagiannis,95 min,5.4,0,https://imdb.com/title/tt0232025/reviews,251
Ich war neunzehn,1968,Biography  War,Konrad Wolf,115 min,7.5,0,https://imdb.com/title/tt0061802/reviews,869
The Girl in White,1952,Biography ,John Sturges,92 min,6.8,0,https://imdb.com/title/tt0044663/reviews,362
David,I,Action Adventure Biography,NA,NA,NA,0,https://imdb.com/title/tt3856974/reviews,NA
Günah Keçisi,2011,Action Biography Comedy,Cenk Ozakinci,83 min,5.5,0,https://imdb.com/title/tt1861340/reviews,2099
Mori no iru basho,2018,Biography Comedy ,Shûichi Okita,99 min,7,0,https://imdb.com/title/tt7408776/reviews,343
The Interrogation,2016,Biography  History,Erez Pery,83 min,7,0,https://imdb.com/title/tt4359240/reviews,65
Monarch,2000,Biography  History,John Walsh,109 min,7,0,https://imdb.com/title/tt0264916/reviews,88
Mirza Ghalib,1954,Biography  Musical,Sohrab Modi,145 min,7,0,https://imdb.com/title/tt0137958/reviews,102
The Rise of Catherine the Great,1934,Biography ,Paul Czinner,95 min,6.4,0,https://imdb.com/title/tt0024962/reviews,582
Jhansi Ki Rani,1953,Biography  History,Sohrab Modi,97 min,6.9,0,https://imdb.com/title/tt0044769/reviews,89
I banchieri di Dio,2002,Biography Crime ,Giuseppe Ferrara,125 min,6.4,0,https://imdb.com/title/tt0212797/reviews,405
Claretta,1984,Biography  History,Pasquale Squitieri,127 min,6.6,0,https://imdb.com/title/tt0087064/reviews,46
La prima linea,2009,Biography Crime ,Renato De Maria,100 min,6.2,0,https://imdb.com/title/tt1347442/reviews,575
The Good Thief,2020,Biography,Charles Francis Kinnane,NA,NA,0,https://imdb.com/title/tt8782244/reviews,NA
Dixie,1943,Biography Comedy Musical,A. Edward Sutherland,89 min,6,0,https://imdb.com/title/tt0035810/reviews,126
Maha'lai muang rae,2005,Biography Comedy ,Jira Maligool,111 min,8.1,0,https://imdb.com/title/tt0454190/reviews,441
Adam Sandler: Funny Guy,2020,Biography Comedy,Danielle Winter,60 min,3.9,0,https://imdb.com/title/tt12792672/reviews,54
Life in Bloom,1949,Biography ,Aleksandr Dovzhenko,81 min,6,0,https://imdb.com/title/tt0040585/reviews,106
Che Guevara,2005,Biography  History,Josh Evans,102 min,5.6,0,https://imdb.com/title/tt0446667/reviews,450
J'ai tué Raspoutine,1967,Biography  History,Robert Hossein,100 min,5.8,0,https://imdb.com/title/tt0061829/reviews,112
Jack Jonah,2019,Biography Family,Jason Campbell,82 min,2.5,0,https://imdb.com/title/tt10731666/reviews,28
El Potro lo mejor del amor,2018,Biography  Music,Lorena Muñoz,122 min,5.2,0,https://imdb.com/title/tt9062342/reviews,678
Tesla,VI,Action Adventure Biography,Justin Gullett,NA,NA,0,https://imdb.com/title/tt3127824/reviews,NA
Giovanna d'Arco al rogo,1954,Biography  History,Roberto Rossellini,80 min,5.7,0,https://imdb.com/title/tt0047026/reviews,289
Self Medicated,2005,Biography ,Monty Lapica,107 min,5.7,51,https://imdb.com/title/tt0341569/reviews,882
Jackal of Nahueltoro,1969,Biography Crime ,Miguel Littin,95 min,7.7,0,https://imdb.com/title/tt0064147/reviews,945
King of the South,NA,Action Biography Comedy,Romeo Miller,200 min,NA,0,https://imdb.com/title/tt5096220/reviews,NA
Down on Us,1984,Biography  Music,Larry Buchanan,117 min,3.9,0,https://imdb.com/title/tt0087171/reviews,98
Selfie,2018,Biography Comedy,Hülya Avsar,NA,1.1,0,https://imdb.com/title/tt8089220/reviews,328
Duma o Kovpake: Buran,1976,Biography War,Timofei Levchuk,99 min,7.2,0,https://imdb.com/title/tt0072916/reviews,77
Vivaldi,II,Biography  History,Boris Damast,120 min,NA,0,https://imdb.com/title/tt0469879/reviews,NA
The Prime Minister,1941,Biography  History,Thorold Dickinson,94 min,5.7,0,https://imdb.com/title/tt0034065/reviews,238
The Whalebone Box,2019,Biography ,Andrew Kotting,89 min,5.4,0,https://imdb.com/title/tt11804772/reviews,92
A Woman's Revenge,2012,Biography ,Rita Azevedo Gomes,100 min,6,0,https://imdb.com/title/tt2050453/reviews,287
Chiamatemi Francesco - Il Papa della gente,2015,Biography,Daniele Luchetti,98 min,6.7,0,https://imdb.com/title/tt3856124/reviews,279
Annamayya,1997,Biography  History,K. Raghavendra Rao,150 min,8,0,https://imdb.com/title/tt0249361/reviews,1693
The Hitler Gang,1944,Biography  History,John Farrow,101 min,6.8,0,https://imdb.com/title/tt0036921/reviews,124
Bloody Che Contra,1968,Biography ,Paolo Heusch,88 min,5.7,0,https://imdb.com/title/tt0064157/reviews,86
The Great Waltz,1972,Biography  Music,Andrew L. Stone,135 min,5.2,0,https://imdb.com/title/tt0068662/reviews,216
Ni guang fei xiang,2012,Biography ,Jung-chi Chang,110 min,7.4,0,https://imdb.com/title/tt2368920/reviews,898
The Redeemer,1959,Biography  Family,Joseph Breen,85 min,8,0,https://imdb.com/title/tt0050713/reviews,25
Deadly Decision,1954,Biography  War,Alfred Weidenmann,92 min,6.6,0,https://imdb.com/title/tt0046819/reviews,254
Joaquim,2017,Biography ,Marcelo Gomes,97 min,6.6,0,https://imdb.com/title/tt4895628/reviews,412
Brando,II,Biography ,José Padilha,NA,NA,0,https://imdb.com/title/tt9342824/reviews,NA
Stefan cel Mare - Vaslui 1475,1975,Biography  History,Mircea Dragan,137 min,8.1,0,https://imdb.com/title/tt0072205/reviews,641
Somos Tão Jovens,2013,Biography  Music,Antonio Carlos da Fontoura,104 min,6.5,0,https://imdb.com/title/tt2215537/reviews,2159
Rey,2017,Biography  Fantasy,Niles Atallah,91 min,6.7,0,https://imdb.com/title/tt6515470/reviews,272
Pandemonium,II,Biography ,Glenn Ficarra,NA,NA,0,https://imdb.com/title/tt6829566/reviews,NA
Les palmes de M. Schutz,1997,Biography Comedy ,Claude Pinoteau,106 min,6.7,0,https://imdb.com/title/tt0119855/reviews,420
The Eddie Cantor Story,1953,Biography  Music,Alfred E. Green,115 min,5.8,0,https://imdb.com/title/tt0045720/reviews,173
Modì,1989,Biography ,Franco Brogi Taviani,98 min,6.8,0,https://imdb.com/title/tt0190568/reviews,30
De avonden,1989,Biography ,Rudolf van den Berg,122 min,6.7,0,https://imdb.com/title/tt0096862/reviews,500
Oh You Beautiful Doll,1949,Biography Musical,John M. Stahl,93 min,6.2,0,https://imdb.com/title/tt0041712/reviews,102
La estrella roja,2021,Comedy Mystery Biography,Gabriel Lichtmann,72 min,7,0,https://imdb.com/title/tt14220864/reviews,6
Exil,2016,Biography ,Rithy Panh,77 min,6.2,0,https://imdb.com/title/tt5701856/reviews,79
Yaroslav. Tysyachu let nazad,2010,Action Biography ,Dmitriy Korobkin,100 min,5.1,0,https://imdb.com/title/tt1647692/reviews,537
Shaheed,1965,Biography  History,S. Ram Sharma,150 min,7.9,0,https://imdb.com/title/tt0293589/reviews,343
Story of San Michele,1962,Biography ,Giorgio Capitani,134 min,5.8,0,https://imdb.com/title/tt0055766/reviews,158
Santa Maria della Salute,2016,Biography ,Zdravko Sotra,118 min,7.1,0,https://imdb.com/title/tt6319010/reviews,364
Bangabandhu,2021,Biography,Shyam Benegal,NA,NA,0,https://imdb.com/title/tt14407884/reviews,NA
Queen Elizabeth II: The Diamond Celebration,2012,Biography,Alan Byron,90 min,6.6,0,https://imdb.com/title/tt2609776/reviews,50
Against All Hope,1982,Biography ,Edward T. McDougal,90 min,3.6,0,https://imdb.com/title/tt0235166/reviews,146
Little Dragon,II,Biography ,NA,NA,NA,0,https://imdb.com/title/tt6864086/reviews,NA
Corbo,2014,Biography Crime ,Mathieu Denis,119 min,7.3,0,https://imdb.com/title/tt3924798/reviews,463
Veerapandiya Kattabomman,1959,Biography  History,B. Ramakrishnaiah Panthulu,201 min,7.5,0,https://imdb.com/title/tt0250803/reviews,200
Aglaja,2012,Biography ,Krisztina Deák,116 min,6.8,0,https://imdb.com/title/tt1527052/reviews,330
The White Angel,1936,Biography ,William Dieterle,92 min,6.7,0,https://imdb.com/title/tt0028499/reviews,303
Italo Barocco,2014,Biography Comedy Family,Alessia Scarso,104 min,6,0,https://imdb.com/title/tt3406888/reviews,207
Hebe: A Estrela do Brasil,2019,Biography ,Maurício Farias,112 min,6.5,0,https://imdb.com/title/tt8631174/reviews,483
Bach's Fight for Freedom,1995,Biography  Family,Stuart Gillard,53 min,6,0,https://imdb.com/title/tt0123396/reviews,88
The Magic Bow,1946,Biography Musical Romance,Bernard Knowles,106 min,6,0,https://imdb.com/title/tt0039594/reviews,180
Rasputin,1938,Biography  History,Marcel L'Herbier,93 min,6.3,0,https://imdb.com/title/tt0031840/reviews,34
Mihkel,2018,Biography Crime ,Ari Alexander Ergis Magnússon,100 min,6.1,0,https://imdb.com/title/tt4157058/reviews,131
Gallant Journey,1946,Biography  History,William A. Wellman,85 min,6.5,0,https://imdb.com/title/tt0039409/reviews,222
L'ami - François d'Assise et ses frères,2016,Biography History,Renaud Fely,87 min,5.5,0,https://imdb.com/title/tt5096600/reviews,133
Dievu miskas,2005,Biography  War,Algimantas Puipa,120 min,7.8,0,https://imdb.com/title/tt0453366/reviews,1755
Federico García Lorca Noir Despair,2013,Biography ,Malga Kubiak,136 min,5.2,0,https://imdb.com/title/tt2931864/reviews,12
After the Ball,1957,Biography Musical,Compton Bennett,89 min,6.1,0,https://imdb.com/title/tt0045481/reviews,59
Les nuits de Raspoutine,1960,Biography  History,Pierre Chenal,87 min,6.3,0,https://imdb.com/title/tt0122195/reviews,39
Alluri Seetharama Raju,1974,Action Biography ,V. Ramachandra Rao,187 min,7.5,0,https://imdb.com/title/tt0262223/reviews,325
Aloïse,1975,Biography  History,Liliane de Kermadec,115 min,6,0,https://imdb.com/title/tt0071125/reviews,93
Divided Loyalties,1990,Biography,Mario Azzopardi,102 min,7.2,0,https://imdb.com/title/tt0233582/reviews,41
Project Kahuta,2021,Biography History Thriller,Ankur Pajni,82 min,NA,0,https://imdb.com/title/tt10272402/reviews,NA
From a Far Country,1981,Biography ,Krzysztof Zanussi,140 min,5.3,0,https://imdb.com/title/tt0083356/reviews,175
Leise flehen meine Lieder,1933,Biography  Music,Willi Forst,85 min,7.2,0,https://imdb.com/title/tt0024249/reviews,95
La table tournante,1988,Animation Biography Comedy,Paul Grimault,80 min,6.8,0,https://imdb.com/title/tt0096209/reviews,217
Clive of India,1935,Action Adventure Biography,Richard Boleslawski,94 min,6.2,0,https://imdb.com/title/tt0026221/reviews,366
La vida sigue igual,1969,Biography Musical,Eugenio Martín,91 min,4.8,0,https://imdb.com/title/tt0065178/reviews,158
The Sleep Room,1998,Biography ,Anne Wheeler,193 min,7,0,https://imdb.com/title/tt0138104/reviews,103
Les violons du bal,1974,Biography  War,Michel Drach,110 min,6.4,0,https://imdb.com/title/tt0072371/reviews,114
Divaldo: O Mensageiro da Paz,2019,Biography ,Clovis Mello,119 min,8.2,0,https://imdb.com/title/tt10278930/reviews,293
Murieta,1965,Biography Western,George Sherman,107 min,5.6,0,https://imdb.com/title/tt0058247/reviews,93
Cloud Air: The Movie,2013,Animation Adventure Biography,Adam Carlson,120 min,6.5,0,https://imdb.com/title/tt3218524/reviews,30
E. M. Forster: His Longest Journey,2019,Biography,Adrian Munsey,50 min,NA,0,https://imdb.com/title/tt13915156/reviews,NA
Sharaku,1995,Biography  History,Masahiro Shinoda,115 min,6.7,0,https://imdb.com/title/tt0114413/reviews,132
Untold,2014,Biography ,Gina M. Garcia,94 min,6.5,0,https://imdb.com/title/tt2262385/reviews,24
A Rush of Hope: Find Answers to Life's Questions,2020,Biography,Ben Smallbone,60 min,8.6,0,https://imdb.com/title/tt12928532/reviews,5
I See You and You See Me,2021,Biography  Comedy,Harris Doran,60 min,NA,0,https://imdb.com/title/tt14186324/reviews,NA
Jendral Soedirman,2015,Action Biography History,Viva Westi,126 min,7.9,0,https://imdb.com/title/tt5581630/reviews,34
Marcelino el mejor payaso del mundo,2020,Biography,Germán Roda,80 min,7.8,0,https://imdb.com/title/tt8223104/reviews,9
Fabrizio De André: Principe libero,2018,Biography,Luca Facchini,193 min,6.4,0,https://imdb.com/title/tt7925800/reviews,634
Prinsessa,2010,Biography ,Arto Halonen,104 min,6.2,0,https://imdb.com/title/tt1428453/reviews,1079
Szerelmi álmok - Liszt,1970,Biography  History,Márton Keleti,130 min,5.5,0,https://imdb.com/title/tt0066430/reviews,171
La passion de Bernadette,1990,Biography  History,Jean Delannoy,106 min,6.1,0,https://imdb.com/title/tt0338330/reviews,115
Caruga,1991,Adventure Biography Comedy,Rajko Grlic,108 min,7.2,0,https://imdb.com/title/tt0099241/reviews,406
Hunter in the Blue Side of Manchester,2020,Biography ,Rako Prijanto,90 min,6,0,https://imdb.com/title/tt11710234/reviews,30
Teit meistä kauniin,2016,Biography  Music,Tuukka Temonen,111 min,6.4,0,https://imdb.com/title/tt5032492/reviews,1245
Eu Fico Loko,2017,Biography Comedy,Bruno Garotti,92 min,4.6,0,https://imdb.com/title/tt5968964/reviews,375
El Lute: Run for Your Life,1987,Biography ,Vicente Aranda,123 min,6.7,0,https://imdb.com/title/tt0093458/reviews,497
